bl_bi24latitude,bl_bi24longitude,bl_dw15,bl_dw16,bl_dw19,bl_dw20,bl_dw21,bl_dw23,bl_dw25,bl_dw31,bl_dw32,bl_dw33,bl_dw34,bl_dw36,bl_dw39,bl_dw40,bl_dw41,bl_dw42,bl_dw44,bl_dw45,bl_dw46,bl_dw47,bl_dw52,bl_dw53,bl_dw54,bl_dw56,bl_dw57,bl_dw59,bl_dw61,bl_dw63,bl_dw64,bl_dw72,bl_dw73,bl_sd13,bl_sd14,bl_sd15,bl_sd24_piazza,bl_sd24_leghar,bl_sd26,bl_sd27,bl_sd28,bl_sd33,bl_sd35,bl_sd36,bl_sd43,bl_sd45,bl_sd46,bl_sd48,bl_sd49,bl_sd50,bl_sd51,a01
9.0597649,38.48951,Home Piped Water,In own household,Yes,26,No,Yes,Dissatisfied,Yes,,,,,Flush toilet,,Yes,5,Collected by private firm,-777,Yes,Bi-weekly,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,15,2,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,-888,-888,15,15,-888,Yes,4,Satisfied,Yes,1,5,Satisfied,Satisfied,Don't know,Satisfied,207
9.0609236,38.488434,Home Piped Water,In own yard/plot,Yes,26,No,Yes,Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),Yes,3,Burning,-777,Yes,Weekly,Discharge into sewer,No,No,Yes,Utility company/government,Paper bill,Yes,5,3,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, somewhat unsafe",Rarely,120,150,20,20,120,Yes,5,Dissatisfied,No,4,15,Satisfied,Satisfied,Very Satisfied,Satisfied,208
8.9977942,38.699455,Home Piped Water,In own yard/plot,No,,Yes,Yes,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,6,Collected by local authority,-888,Yes,Weekly,Discharge into drains,Yes,,Yes,Utility company/government,Paper bill,Yes,4,2,Electric connection through power lines/solar power,Electricity,Cobblestone,"Yes, very safe","Yes, always",-888,-888,15,-888,30,Yes,10,Very Satisfied,No,1,5,Don't know,Don't know,Don't know,Don't know,209
9.0592384,38.492809,Home Piped Water,In own yard/plot,Yes,0,Yes,Yes,Neutral,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,3,Dumped,2,Yes,Bi-weekly,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,8,6,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, very unsafe",Rarely,30,-888,10,10,-888,Yes,3,Satisfied,No,1,10,Don't know,Don't know,Don't know,Don't know,210
9.0581036,38.491966,Home Piped Water,In own yard/plot,Yes,24,Yes,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Burning,40,Yes,Weekly,A hole in the yard or outside,Yes,,Yes,Utility company/government,Paper bill,Yes,15,4,Electric connection through power lines/solar power,Fire Wood,Cobblestone,"Yes, somewhat safe","Yes, always",90,-888,10,10,-888,Yes,3,Dissatisfied,Yes,6,30,Neutral,Dissatisfied,Dissatisfied,Neutral,211
9.0608721,38.487335,Home Piped Water,In own yard/plot,Yes,26,Yes,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,10,Dumped,90,Yes,Weekly,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,22,5,Electric connection through power lines/solar power,Charcoal,Gravel,"No, very unsafe",Rarely,-888,70,20,20,-888,No,5,Dissatisfied,No,3,15,Satisfied,Satisfied,Satisfied,Satisfied,212
9.0613441,38.489784,Home Piped Water,In own yard/plot,Yes,22,Yes,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,3,Collected by private firm,-888,Yes,Bi-weekly,Discharge into sewer,Yes,,Yes,Utility company/government,Paper bill,Yes,15,12,Electric connection through power lines/solar power,Fire Wood,Cobblestone,"No, somewhat unsafe","Yes, most of the time",60,80,10,10,-888,Yes,1,Dissatisfied,No,1,10,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,213
9.0562353,38.491623,Home Piped Water,In own yard/plot,Yes,30,No,Yes,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,4,Collected by private firm,-888,Yes,Bi-weekly,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,15,3,Electric connection through power lines/solar power,Fire Wood,Cobblestone,"Yes, somewhat safe","Yes, always",90,90,15,15,90,Yes,3,Satisfied,Yes,5,25,Satisfied,Satisfied,Satisfied,Satisfied,214
9.0619879,38.483891,Public Tap /Standpipe Water,Outside the yard,Yes,22,Yes,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,15,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,No,10,7,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, very unsafe",Rarely,-888,90,15,15,-888,No,4,Dissatisfied,No,4,30,Don't know,Don't know,Don't know,Don't know,215
9.0612764,38.486401,Home Piped Water,In own yard/plot,Yes,20,No,Yes,Neutral,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,1,No,,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,5,5,Electric connection through power lines/solar power,Electricity,Gravel,"Yes, somewhat safe","Yes, most of the time",60,60,15,15,60,Yes,45,Satisfied,No,4,15,Don't know,Don't know,Don't know,Don't know,216
9.0620203,38.486378,Home Piped Water,In own yard/plot,Yes,22,No,Yes,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,5,Collected by private firm,-777,Yes,Bi-weekly,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,2,3,Electric connection through power lines/solar power,Charcoal,Gravel,"No, somewhat unsafe",Rarely,-888,-888,5,5,-888,Yes,5,Satisfied,No,3,20,Satisfied,Neutral,Satisfied,Satisfied,217
9.0447664,38.397995,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,3,Burning,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,-888,-888,20,5,-888,Yes,10,Satisfied,No,5,25,Neutral,Neutral,Satisfied,Satisfied,218
9.0467348,38.398392,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,5,Dumped,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,15,4,Electric connection through power lines/solar power,Charcoal,Gravel,"No, somewhat unsafe",Rarely,-888,-888,15,15,-888,No,25,Neutral,Yes,4,25,Neutral,Dissatisfied,Neutral,Satisfied,219
9.0467606,38.398335,Home Piped Water,In own yard/plot,No,,No,No,Neutral,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,6,Dumped,-777,No,,Discharge in open area/compound,Yes,,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Charcoal,Dirt,"No, very unsafe","No, not at all",50,90,15,10,120,No,4,Very Dissatisfied,No,3,10,Satisfied,Satisfied,Satisfied,Satisfied,220
9.0471449,38.392986,Home Piped Water,In own yard/plot,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Electricity,Tarmac/asphalt/paved - good quality,"No, somewhat unsafe","Yes, most of the time",50,-888,2,2,-888,No,1,Dissatisfied,No,1,15,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,221
9.0467243,38.396221,Home Piped Water,In own yard/plot,Yes,4,No,No,Neutral,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,4,Dumped,15,No,,Discharge into drains,Yes,,Yes,Utility company/government,Paper bill,Yes,12,12,Electric connection through power lines/solar power,Charcoal,Dirt,"No, very unsafe",Rarely,-888,-888,2,2,-888,Yes,2,Dissatisfied,Yes,2,15,Satisfied,Satisfied,Satisfied,Satisfied,222
9.0510464,38.399292,Home Piped Water,Outside the yard,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,6,Dumped,5,No,,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,60,60,5,5,60,Yes,3,Satisfied,No,1,10,Don't know,Don't know,Don't know,Don't know,223
9.0460815,38.398548,Home Piped Water,In own yard/plot,Yes,5,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,4,Burning,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,24,5,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, somewhat unsafe",Rarely,75,-888,10,5,-888,No,3,Neutral,Yes,1,5,Satisfied,Satisfied,Satisfied,Satisfied,224
9.0475769,38.396622,Home Piped Water,In own yard/plot,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Burning,10,No,,A hole in the yard or outside,No,Yes,Yes,Utility company/government,Paper bill,Yes,6,5,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,120,150,30,5,100,Yes,1,Dissatisfied,No,1,20,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,225
9.0666933,38.48983,Home Piped Water,In own yard/plot,Yes,22,No,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,11,Collected by private firm,-888,Yes,Bi-weekly,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,14,-888,Electric connection through power lines/solar power,Charcoal,Dirt,"No, very unsafe",Rarely,60,80,3,3,-888,No,-888,Satisfied,No,-888,,Don't know,Don't know,Don't know,Don't know,226
9.0524435,38.397141,Home Piped Water,In own yard/plot,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,120,-888,15,15,90,Yes,5,Satisfied,No,-888,,Satisfied,Satisfied,Satisfied,Satisfied,227
9.0515566,38.398117,Home Piped Water,Outside the yard,Yes,0,No,Yes,Satisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Dumped,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,90,100,20,15,110,Yes,2,Satisfied,Yes,3,20,Satisfied,Satisfied,Satisfied,Satisfied,228
9.0457878,38.391262,Home Piped Water,In own yard/plot,Yes,0,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,70,-888,5,5,60,No,.5,Satisfied,Yes,1,15,Satisfied,Satisfied,Satisfied,Satisfied,229
9.0449867,38.392467,Home Piped Water,In own yard/plot,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,2,No,,Discharge in open area/compound,Yes,,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,45,-888,10,10,-888,Yes,1,Dissatisfied,Yes,1,10,Satisfied,Satisfied,Satisfied,Satisfied,230
9.04533,38.389866,Home Piped Water,In own yard/plot,Yes,3,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Burning,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,4,3,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,60,90,5,5,-888,Yes,.5,Satisfied,Yes,.69999999,5,Satisfied,Satisfied,Satisfied,Satisfied,231
9.0488977,38.385113,Public Tap /Standpipe Water,Outside the yard,Yes,3,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,15,No,,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Tarmac/asphalt/paved - good quality,"No, somewhat unsafe","Yes, always",120,120,2,2,90,Yes,2.5,Satisfied,Yes,1.5,15,Dissatisfied,Dissatisfied,Satisfied,Neutral,232
9.0521355,38.398266,Home Piped Water,In own yard/plot,Yes,7,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,No,3,2,Electric connection through power lines/solar power,No Food Cooked,Dirt,"No, very unsafe",Rarely,45,45,10,10,45,No,4,Satisfied,No,4,25,Satisfied,Satisfied,Satisfied,Satisfied,233
9.0460978,38.392292,Home Piped Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,2,Dumped,2,No,,A hole in the yard or outside,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,60,-888,5,5,-888,No,.80000001,Dissatisfied,No,2,20,Satisfied,Neutral,Satisfied,Satisfied,234
9.0491171,38.386116,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Electricity,Dirt,"No, somewhat unsafe",Rarely,-888,-888,10,10,-888,Yes,2,Very Dissatisfied,Yes,.5,5,Satisfied,Satisfied,Satisfied,Satisfied,235
9.0496464,38.397655,Home Piped Water,In own yard/plot,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, somewhat unsafe",Rarely,60,-888,10,10,-888,No,2,Dissatisfied,No,2,20,Don't know,Don't know,Don't know,Don't know,236
9.0478239,38.391273,Home Piped Water,In own yard/plot,No,,Yes,Yes,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,5,Dumped,10,No,,Discharge in open area/compound,Yes,,Yes,Utility company/government,Paper bill,Yes,1,2,Electric connection through power lines/solar power,Electricity,Dirt,"No, somewhat unsafe",Rarely,30,-888,10,10,-888,Yes,1,Satisfied,No,2,20,Don't know,Don't know,Don't know,Don't know,237
9.0458689,38.39394,Home Piped Water,In own yard/plot,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,6,Dumped,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, somewhat unsafe",Rarely,-888,-888,5,5,80,No,1,Satisfied,Yes,3,30,Satisfied,Satisfied,Satisfied,Satisfied,238
9.0502033,38.383286,Public Tap /Standpipe Water,Outside the yard,Yes,5,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, very unsafe",Rarely,-888,-888,5,5,-888,Yes,2,Dissatisfied,Yes,.2,2,Satisfied,Satisfied,Satisfied,Satisfied,239
9.0482025,38.390446,Home Piped Water,In own yard/plot,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,3,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, somewhat unsafe",Rarely,45,60,5,5,-888,Yes,2,Satisfied,No,1,10,Neutral,Neutral,Dissatisfied,Dissatisfied,240
9.0717878,38.593277,Home Piped Water,In own yard/plot,Yes,22,No,No,Very Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,5,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,4,6,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,40,-888,2,2,90,Yes,4,Satisfied,No,-888,,Don't know,Don't know,Don't know,Don't know,241
9.0703993,38.59552,Public Tap /Standpipe Water,Outside the yard,Yes,4,No,No,Neutral,Yes,,,,,No facility/bush,,No,,Dumped,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,8,12,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,-888,-888,2,2,-888,Yes,3,Satisfied,No,-888,,Don't know,Don't know,Don't know,Don't know,242
9.0684395,38.588451,Public Tap /Standpipe Water,Outside the yard,Yes,24,No,No,Very Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Burning,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,0,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,45,90,5,5,45,Yes,7,Dissatisfied,No,2,15,Satisfied,Satisfied,Very Satisfied,Satisfied,243
9.0481586,38.572155,Public Tap /Standpipe Water,Outside the yard,Yes,15,No,Yes,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Burning,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,16,5,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,90,-888,20,20,60,No,2.5,Very Dissatisfied,No,4,40,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,244
9.0351267,38.578495,Borehole,Outside the yard,Yes,8,Yes,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,6,Burning,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,6,12,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, somewhat unsafe",Rarely,90,150,30,30,-888,No,30,Neutral,No,3.5,35,Satisfied,Satisfied,Satisfied,Satisfied,245
9.0554781,38.471027,Public Tap /Standpipe Water,Outside the yard,No,,Yes,Yes,Dissatisfied,Yes,,,,,No facility/bush,,No,,Dumped,2,No,,Discharge in open area/compound,No,No,No,,,,,,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,-888,-888,5,5,-888,No,-888,Satisfied,No,3,30,,,,Satisfied,246
9.0400677,38.578087,Borehole,Outside the yard,No,,Yes,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,15,12,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe","No, not at all",-888,-888,20,-888,90,No,2,Dissatisfied,Yes,2,20,Satisfied,Satisfied,Satisfied,Satisfied,247
9.0567675,38.570099,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,8,12,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, somewhat unsafe",Rarely,60,-888,10,10,-888,No,2,Neutral,Yes,3,30,Dissatisfied,Very Dissatisfied,Satisfied,Dissatisfied,248
9.0570917,38.572083,Tanker Truck,Outside the yard,No,,No,No,Very Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,15,10,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe","No, not at all",60,45,20,-777,-888,Yes,3,Very Dissatisfied,Yes,3,30,Dissatisfied,Very Dissatisfied,Satisfied,Dissatisfied,249
9.0569315,38.572212,Surface water (Pond/Stream),Outside the yard,No,,No,Yes,Very Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Dumped,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,8,12,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe","No, not at all",60,-888,30,30,-888,Yes,5,Satisfied,No,3,30,Satisfied,Satisfied,Satisfied,Satisfied,250
9.0569334,38.570049,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,4,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,2,24,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,-888,-888,20,20,-888,Yes,2.5,Very Dissatisfied,Yes,2,20,Satisfied,Satisfied,Satisfied,Satisfied,251
9.061142,38.606449,Home Piped Water,Outside the yard,Yes,22,No,Yes,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,6,Dumped,10,No,,A hole in the yard or outside,No,No,Yes,Utility company/government,Cash to neighbors,Yes,20,12,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, very unsafe",Rarely,-888,-888,3,3,-888,Yes,3,Satisfied,No,3,30,Satisfied,Satisfied,Satisfied,Satisfied,252
9.0624266,38.606586,Home Piped Water,In own yard/plot,Yes,4,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,6,Dumped,10,No,,A hole in the yard or outside,No,No,Yes,Utility company/government,Cash to neighbors,Yes,7,18,Electric connection through power lines/solar power,Charcoal,Gravel,"No, somewhat unsafe",Rarely,-888,-888,5,5,-888,No,3,Satisfied,No,3,30,Don't know,Don't know,Don't know,Don't know,253
9.0592756,38.606113,Home Piped Water,In own yard/plot,Yes,15,Yes,Yes,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Collected by private firm,15,No,,Discharge into sewer,No,No,Yes,Utility company/government,Card,Yes,22,12,Electric connection through power lines/solar power,Charcoal,Dirt,"No, somewhat unsafe",Rarely,60,80,5,-777,30,No,9,Don't know,Yes,6,20,Dissatisfied,Dissatisfied,Don't know,Dissatisfied,254
9.0716372,38.593479,Public Tap /Standpipe Water,Outside the yard,Yes,12,No,No,Neutral,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Burning,1,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,8,12,Electric connection through power lines/solar power,Fire Wood,Tarmac/asphalt/paved - poor quality,Neutral - neither safe or unsafe,"Yes, most of the time",-888,60,2,2,-888,Yes,1.5,Neutral,Yes,1,10,Satisfied,Satisfied,Satisfied,Satisfied,255
9.0718918,38.593525,Public Tap /Standpipe Water,Outside the yard,Yes,3,No,No,Very Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Burning,2,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Cash to neighbors,Yes,1,4,Electric connection through power lines/solar power,Electricity,Tarmac/asphalt/paved - poor quality,"Yes, somewhat safe","Yes, most of the time",40,50,2,2,-888,No,3,Dissatisfied,No,.30000001,3,Satisfied,Satisfied,Satisfied,Satisfied,256
9.0675049,38.59581,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Satisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,5,No,,A hole in the yard or outside,Yes,,Yes,Utility company/government,Cash to neighbors,Yes,5,12,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,40,-888,10,10,35,No,-888,Don't know,No,-888,,Don't know,Don't know,Don't know,Don't know,257
9.0614138,38.606926,Borehole,Outside the yard,No,,No,No,Very Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Dumped,15,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,7,3,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, somewhat unsafe",Rarely,-888,30,2,2,60,No,3,Satisfied,No,-888,,Satisfied,Satisfied,Satisfied,Satisfied,258
9.0400009,38.620953,Home Piped Water,In own yard/plot,Yes,24,Yes,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,4,Dumped,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Paper bill,Yes,10,4,Electric connection through power lines/solar power,Charcoal,Cobblestone,"No, somewhat unsafe","Yes, most of the time",30,40,5,5,-888,Yes,2,Dissatisfied,No,-888,,Don't know,Don't know,Don't know,Don't know,259
9.0468092,38.398506,Public Tap /Standpipe Water,Outside the yard,Yes,8,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,-888,No,,Discharge into sewer,No,Yes,Yes,Utility company/government,Cash to neighbors,Yes,5,3,Electric connection through power lines/solar power,Fire Wood,Dirt,"No, very unsafe",Rarely,-888,-888,20,10,-888,No,3,Don't know,Yes,1,10,Satisfied,Satisfied,Satisfied,Satisfied,260
9.0529175,38.629967,Public Tap /Standpipe Water,Outside the yard,No,,No,No,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),No,,Dumped,3,No,,Discharge into sewer,No,No,Yes,Utility company/government,Card,Yes,2,6,Electric connection through power lines/solar power,Electricity,Gravel,Neutral - neither safe or unsafe,"Yes, most of the time",20,-888,8,2,-888,Yes,5,Satisfied,Yes,6,20,Satisfied,Satisfied,Satisfied,Satisfied,261
9.0397205,38.620701,Home Piped Water,In own yard/plot,Yes,20,Yes,Yes,Dissatisfied,Yes,,,,,Pit latrine,Deep (more than 3 meters),Yes,5,Collected by private firm,5,Yes,Weekly,Discharge into drains,Yes,,Yes,Utility company/government,Paper bill,Yes,0,,Electric connection through power lines/solar power,Charcoal,Cobblestone,"No, somewhat unsafe","Yes, always",120,-888,10,2,-888,Yes,1.5,Satisfied,No,2,15,Satisfied,Satisfied,Satisfied,Satisfied,262
9.0512695,38.627705,Public Tap /Standpipe Water,Outside the yard,Yes,26,No,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),Yes,6,Dumped,20,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Card,Yes,6,6,Electric connection through power lines/solar power,Electricity,Gravel,"Yes, somewhat safe",Rarely,30,30,20,5,-888,Yes,1,Satisfied,No,5,50,Neutral,Don't know,Don't know,Don't know,263
9.024148,38.604275,Public Tap /Standpipe Water,Outside the yard,No,,Yes,No,Dissatisfied,Yes,,,,,Pit latrine,Standard (about 3 meters),No,,Dumped,-777,No,,Discharge into sewer,No,No,Yes,Utility company/government,Card,Yes,0,,Electric connection through power lines/solar power,Charcoal,Dirt,"No, somewhat unsafe",Rarely,-888,-888,10,5,-888,No,6,Very Dissatisfied,No,1.5,20,Don't know,Don't know,Don't know,Don't know,264
9.0583076,38.607151,Home Piped Water,In own yard/plot,Yes,2,Yes,No,Satisfied,Yes,,,,,Flush toilet,,No,,Dumped,10,No,,Discharge in open area/compound,No,No,Yes,Utility company/government,Card,Yes,3,2,Electric connection through power lines/solar power,Electricity,Dirt,"No, very unsafe",Rarely,60,-888,2,2,45,No,1,Very Dissatisfied,No,2,3,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,265
9.0834999,38.624767,Surface water (Pond/Stream),Outside the yard,No,,Yes,Yes,Dissatisfied,Yes,,,,,Pit latrine,Shallow (less than 3 meters),No,,Dumped,2,No,,Discharge into sewer,No,No,Yes,Utility company/government,Card,No,0,,Electric connection through power lines/solar power,Fire Wood,Gravel,"No, somewhat unsafe",Rarely,-888,-888,40,10,-888,No,-888,Don't know,Yes,3,30,Very Satisfied,Very Dissatisfied,Satisfied,Satisfied,266
