eaelectricity,eapipedwater,easewage,eacellphone,eapostoffice,easchool,eapolicestation,eahealthclinic,eamarketstalls,eabank,earoad,eateacherservices,eamedicalservices,eahouseholdservices,eapoliceservices,eadocumentservices,eacourtservices,eametalroof,eagrassroof,eatileroof,eaformalhouse,eatraditionalhouse,eaflat,eanofood,eanowater,eanomedicine,eanofuel,eanocash,eaage,eaeducationlevel,ealivingconditions,earelativelivingconditions,eaownradio,eaowntelevision
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6400000000000001,0.68000002,0.66666666,1.0,0.6400000000000001,0.0,0.75,0.0,0.0,0.75,0.0,0.0,0.17857142857142855,0.28125,0.1935483870967742,0.16931217777777777,0.28125,0.2688093477540083,0.5555555666666667,0.5625,0.5625,0.625,0.875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.5,0.0,0.6000000000000001,0.46666668,0.4,0.0,0.75,0.0,0.75,0.25,0.0,0.6428571428571428,0.71875,0.45161290322580644,0.1111111111111111,0.75,0.6318480632048153,0.047619066666666654,0.375,0.375,0.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,0.8,0.68000002,0.8666666600000001,0.75,0.76,0.0,0.0,0.0,0.0,0.0,0.25,0.3214285714285714,0.28125,0.29032258064516125,0.3333333333333333,0.25,0.4043097133800137,0.75,0.25,0.4375,1.0,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6000000000000001,0.46666668,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.03571428571428571,0.15625,0.22580645161290322,0.1111111111111111,0.5,0.28414901178714097,0.4166666666666667,0.625,0.5,0.25,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5333333200000001,0.6857143,0.7,0.4,0.54285714,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.03571428571428571,0.03125,0.06451612903225806,0.1111111111111111,0.09375,0.4375456521184679,0.5833333333333333,0.40625,0.625,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.73333334,0.55,0.65714288,0.66666666,0.625,0.7,0.0,0.0,0.125,0.125,0.375,0.5,0.0,0.125,0.12903225806451613,0.14814814814814814,0.1875,0.3557341106084269,0.7916666666666667,0.4375,0.53125,0.625,0.875
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.76,0.0,1.0,0.8,0.0,0.25,0.75,0.0,0.125,0.5,0.0,0.07142857142857142,0.25,0.45161290322580644,0.037037037037037035,0.53125,0.6139517884994938,0.0,0.40625,0.40625,0.625,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57142856,0.6000000000000001,0.73333334,0.77142858,0.52,0.4,0.875,0.0,0.125,1.0,0.0,0.0,0.3571428571428571,0.3125,0.1935483870967742,0.4074074074074074,0.4375,0.39663988136344736,0.75,0.375,0.5,0.625,0.75
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.73333334,0.7,0.8,0.0,0.0,0.6000000000000001,0.625,0.375,0.0,0.625,0.375,0.0,0.2857142857142857,0.5,0.22580645161290322,0.25925925925925924,0.6875,0.6701972232876472,0.24999999999999994,0.34375,0.5,0.5,0.125
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.76666666,0.7,0.6000000000000001,0.73333334,0.66666666,0.75,0.0,0.0,0.75,0.0,0.125,0.42857142857142855,0.46875,0.5483870967741935,0.4444444444444444,0.6875,0.6241782311882491,0.7916666666666667,0.285714275,0.5,0.625,0.875
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,1.0,0.6000000000000001,1.0,0.9000000000000001,0.875,0.0,0.0,0.875,0.125,0.0,0.21428571428571427,0.1875,0.45161290322580644,0.07407407407407407,0.8125,0.3991964920356362,0.625,0.25,0.375,0.25,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48,0.6000000000000001,0.8,0.0,0.56,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.03571428571428571,0.21875,0.03225806451612903,0.14814814814814814,0.0,0.4682249801847333,0.49999999999999994,0.6071428749999999,0.666666675,1.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.73333334,0.8,0.0,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.40625,0.3870967741935484,0.37037037037037035,0.59375,0.3173849505255952,0.625,0.46875,0.4375,0.375,0.625
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.73333334,0.8,0.8666666600000001,0.0,0.65,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.2857142857142857,1.0,0.12903225806451613,0.07407407407407407,0.53125,0.3710737746415596,0.16666666666666669,0.3125,0.46875,0.375,0.125
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5333333200000001,0.56,0.0,0.0,0.6000000000000001,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.25,0.0625,0.16129032258064516,0.18518518518518517,0.5,0.3429510572474829,0.20833333333333331,0.4375,0.5,0.625,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.8,0.4,1.0,0.7142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,0.125,0.3548387096774194,0.1111111111111111,0.5,0.19978085960491115,0.5416666666666667,0.40625,0.53125,0.625,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.65,0.7,0.56,0.8,0.6000000000000001,0.6000000000000001,0.625,0.0,0.0,0.625,0.0,0.125,0.3214285714285714,0.375,0.4838709677419355,0.48148148148148145,0.5,0.26369612640963075,0.5833333333333333,0.46875,0.40625,0.625,1.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.55,0.6285714200000001,0.6000000000000001,0.0,0.56,0.0,0.0,0.75,0.0,0.75,0.125,0.0,0.3214285714285714,0.21875,0.25806451612903225,0.2222222222222222,0.40625,0.388970049346881,0.3333333333333333,0.65625,0.65625,0.25,0.75
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.56,0.6000000000000001,0.7,0.0,0.68000002,0.0,0.875,0.0,0.0,0.0,0.0,0.125,0.6071428571428571,0.59375,0.5483870967741935,0.7777777777777777,0.625,0.30715850783684,0.7083333333333333,0.15625,0.40625,1.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.74285712,0.9000000000000001,0.0,0.7,0.6000000000000001,0.25,0.25,0.0,0.75,0.25,0.0,0.3214285714285714,0.5625,0.45161290322580644,0.4074074074074074,0.59375,0.39408327069125865,0.2916666666666667,0.5625,0.5,0.875,0.625
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.52,0.6000000000000001,0.6000000000000001,0.8,0.46666668,1.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0625,0.12903225806451613,0.037037037037037035,0.09375,0.7852447035361423,0.4583333333333333,0.34375,0.65625,0.625,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4,0.42500000000000004,0.46666668,0.45,0.42500000000000004,0.8,0.0,0.0,0.375,0.5,0.125,0.375,0.0,0.03125,0.03225806451612903,0.037037037037037035,0.03125,0.3199415611977839,0.7916666666666667,0.65625,0.46875,1.0,0.75
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.575,0.6857143,0.8,0.0,0.7250000000000001,0.0,1.0,0.0,0.0,0.375,0.125,0.0,0.10714285714285714,0.3125,0.25806451612903225,0.18518518518518517,0.5,0.34550766791967175,0.125,0.5,0.4375,0.75,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,0.6000000000000001,0.5333333200000001,0.8500000000000001,0.5333333200000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.09375,0.12903225806451613,0.037037037037037035,0.40625,0.26369612640963075,0.5833333333333333,0.59375,0.59375,0.875,0.625
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8500000000000001,0.8,1.0,0.8500000000000001,0.8,0.375,0.125,0.0,0.625,0.375,0.0,0.46428571428571425,0.4375,0.4838709677419355,0.4074074074074074,0.78125,0.3991964920356362,0.041666666666666685,0.28125,0.4375,0.75,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66666666,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.875,0.0,0.0,0.875,0.0,0.125,0.25,0.40625,0.29032258064516125,0.6296296296296295,0.75,0.4528853161516006,0.7916666666666667,0.21875,0.40625,0.875,0.875
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5333333200000001,0.8,0.8,0.0,0.4,0.0,0.75,0.125,0.125,0.625,0.25,0.0,0.0,0.40625,0.1935483870967742,0.037037037037037035,0.625,0.29693206514808484,0.4166666666666667,0.5625,0.53125,0.375,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857,0.8,0.95,1.0,0.8500000000000001,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.17857142857142855,0.15625,0.12903225806451613,0.037037037037037035,0.03125,0.4222059880853352,0.49999999999999994,0.5,0.53125,1.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,1.0,0.0,0.8,0.8,1.0,0.0,0.0,0.875,0.0,0.0,0.39285714285714285,0.25,0.5161290322580645,0.48148148148148145,0.6875,0.2764791797705746,0.5833333333333333,0.40625,0.46875,0.375,0.5
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.65,0.0,0.0,0.875,0.0,0.0,1.0,0.0,0.3214285714285714,0.78125,0.3870967741935484,0.5185185185185185,0.5,0.3199415611977839,0.37499999999999994,0.375,0.53125,0.375,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.52,0.56666668,0.0,0.0,0.45,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.21428571428571427,0.03125,0.06451612903225806,0.18518518518518517,0.53125,0.39663988136344736,0.0,0.46875,0.5625,0.5,0.125
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.65,0.9000000000000001,0.5,0.7,0.6000000000000001,0.7,0.0,0.0,0.0,0.125,0.875,0.0,0.0,0.15625,0.22580645161290322,0.0,0.28125,0.3991964920356362,0.4583333333333333,0.625,0.5625,1.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.73333334,0.73333334,0.8,0.0,0.7,0.6000000000000001,0.5,0.0,0.25,0.5,0.0,0.25,0.14285714285714285,0.3125,0.3225806451612903,0.1111111111111111,0.28125,0.21512052363804385,0.6666666666666667,0.59375,0.59375,0.375,0.75
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.55,0.65,0.0,0.0,0.7,0.0,0.0,0.75,0.0,0.625,0.25,0.0,0.7142857142857142,0.34375,0.25806451612903225,0.3333333333333333,0.75,0.30715850783684,0.08333333333333331,0.5,0.46875,0.25,0.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4,0.7142857,0.65,0.75,0.6000000000000001,0.6000000000000001,0.25,0.0,0.0,0.0,0.0,0.25,0.39285714285714285,0.34375,0.45161290322580644,0.4444444444444444,0.5625,0.4886778655622435,0.49999999999999994,0.5625,0.464285725,1.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5333333200000001,0.9333333400000001,1.0,0.4,0.73333334,0.0,0.375,0.0,0.0,0.625,0.125,0.0,0.25,0.40625,0.5161290322580645,0.7037037037037037,0.71875,0.4886778655622435,0.3333333333333333,0.5,0.464285725,0.25,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.56,0.9000000000000001,0.7,0.48571430000000004,0.8,0.0,0.0,0.0,0.875,0.125,0.0,0.25,0.0,0.22580645161290322,0.037037037037037035,0.28125,0.5398100790060192,0.5833333333333333,0.46875,0.53125,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.55,0.6000000000000001,0.8,0.66666666,0.57142856,0.7,0.375,0.0,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.29948867582027366,0.7916666666666667,0.4375,0.4375,0.5,0.75
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.66666666,1.0,0.6000000000000001,0.8500000000000001,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.07142857142857142,0.28125,0.3548387096774194,0.18518518518518517,0.53125,0.25091307304868676,0.041666666666666685,0.5,0.5625,0.625,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.55,0.74285712,0.55,0.6000000000000001,0.55,0.4,0.875,0.0,0.125,1.0,0.0,0.0,0.3571428571428571,0.28125,0.3225806451612903,0.18518518518518517,0.625,0.37874360665812595,0.6666666666666667,0.28125,0.34375,0.75,0.625
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9333333400000001,0.0,0.0,0.5,0.0,0.375,0.0,0.0,0.375,0.625,0.0,0.5,0.6875,0.7741935483870968,0.6666666666666666,0.875,0.18444119557177846,0.24999999999999994,0.375,0.46875,0.625,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.7,1.0,0.6000000000000001,0.66666666,0.8,0.75,0.0,0.125,0.625,0.125,0.0,0.14285714285714285,0.25,0.3548387096774194,0.4074074074074074,0.53125,0.2381300196877429,0.75,0.40625,0.42857140000000005,0.875,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9000000000000001,0.8666666600000001,0.0,0.0,1.0,0.0,0.875,0.0,0.125,0.75,0.125,0.0,0.2857142857142857,0.3125,0.3225806451612903,0.1111111111111111,0.65625,0.36596055329718197,0.5416666666666667,0.46875,0.46875,0.125,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.8285714200000001,0.875,0.875,0.825,0.95,0.0,0.0,0.0,0.0,0.0,1.0,0.07142857142857142,0.0625,0.0,0.18518518518518517,0.15625,0.42987582010190156,0.4166666666666667,0.46875,0.375,1.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.66666666,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.25,0.125,0.46428571428571425,0.25,0.4838709677419355,0.37037037037037035,0.625,0.39408327069125865,0.75,0.53125,0.46875,0.875,0.875
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.65,0.7,0.0,0.0,0.6000000000000001,0.0,0.125,0.875,0.0,0.125,0.875,0.0,0.7142857142857142,0.78125,0.6451612903225806,0.6666666666666666,0.75,0.5346968576616415,0.37499999999999994,0.28125,0.40625,0.75,0.25
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5333333200000001,0.5333333200000001,0.46666668,0.4,0.65,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.03125,0.22580645161290322,0.14814814814814814,0.65625,0.401753102707825,0.16666666666666669,0.375,0.4375,0.625,0.125
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.525,0.675,0.6000000000000001,0.575,0.5,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.03571428571428571,0.0,0.16129032258064516,0.0,0.125,0.23301679834336536,0.7083333333333333,0.46875,0.53125,1.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66666666,0.76,0.6000000000000001,0.7,0.6857143,0.8,0.625,0.0,0.125,0.75,0.0,0.0,0.2857142857142857,0.21875,0.0967741935483871,0.1111111111111111,0.25,0.3838568280025035,0.5714285333333333,0.5625,0.6428571250000001,0.5,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,1.0,0.0,0.4,0.0,0.0,0.75,0.0,0.75,0.125,0.0,0.21428571428571427,0.6875,0.45161290322580644,0.14814814814814814,0.5,0.3736303853137483,0.16666666666666669,0.625,0.5,0.5,0.125
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.52,0.6333333400000001,0.66666666,0.83333334,0.5333333200000001,0.68000002,0.375,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.25,0.4838709677419355,0.5555555555555556,0.34375,0.34806427859186057,0.6666666666666667,0.34375,0.39285712500000003,0.5,0.5
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7,0.73333334,0.6000000000000001,0.125,0.0,0.0,1.0,0.0,0.0,0.25,0.21875,0.25806451612903225,0.25925925925925924,0.5625,0.15376186750551307,0.2916666666666667,0.53125,0.53125,0.25,0.25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5333333200000001,0.0,0.6000000000000001,0.44,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.10714285714285714,0.0,0.0967741935483871,0.037037037037037035,0.28125,0.49379108690662105,0.49999999999999994,0.4375,0.5,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.77142858,0.8,0.8666666600000001,0.8500000000000001,1.0,0.125,0.0,0.125,0.25,0.25,0.25,0.0,0.25,0.12903225806451613,0.2962962962962963,0.21875,0.42731920942971274,0.7916666666666667,0.46875,0.46875,0.875,0.875
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.55,0.6333333400000001,0.0,0.8,0.8,1.0,0.875,0.125,0.0,0.375,0.125,0.0,0.17857142857142855,0.28125,0.4193548387096774,0.1111111111111111,0.5,0.11029948607830381,0.24999999999999994,0.53125,0.5625,0.5,0.125
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4,0.6000000000000001,0.66666666,0.6000000000000001,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.39285714285714285,0.0625,0.0967741935483871,0.2962962962962963,0.5625,0.31227172918121754,0.5416666666666667,0.34375,0.4375,0.5,0.625
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.7,0.0,0.7,0.8,0.8,0.375,0.625,0.0,0.125,0.625,0.0,0.6071428571428571,0.6875,0.25806451612903225,0.48148148148148145,0.9375,0.44521548413503426,0.125,0.25,0.3125,0.75,0.125
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.6000000000000001,0.5333333200000001,0.6000000000000001,0.7,0.8,0.875,0.0,0.125,0.75,0.125,0.0,0.42857142857142855,0.34375,0.29032258064516125,0.4656084444444444,0.78125,0.24835646237649806,0.8333333333333333,0.25,0.535714275,0.75,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7,0.75,0.0,0.0,0.8500000000000001,0.0,0.125,0.5,0.0,0.0,1.0,0.0,0.17857142857142855,0.53125,0.45161290322580644,0.14814814814814814,0.65625,0.36340394262499326,0.5833333333333333,0.375,0.40625,0.625,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74285712,0.7250000000000001,0.8,0.8285714200000001,0.8,0.76,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.03125,0.0967741935483871,0.1111111111111111,0.09375,0.45799853749597813,0.37499999999999994,0.59375,0.46875,0.75,1.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.1875,0.3225806451612903,0.2962962962962963,0.71875,0.3173849505255952,0.75,0.59375,0.46875,0.375,1.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.8,0.0,0.0,0.6000000000000001,0.0,0.75,0.25,0.0,0.5,0.375,0.0,0.5357142857142857,0.40625,0.4193548387096774,0.5555555555555556,0.78125,0.5295836363172641,0.37499999999999994,0.1875,0.34375,0.875,0.75
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,0.73333334,0.0,0.0,0.46666668,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.03125,0.0967741935483871,0.037037037037037035,0.6875,0.7468955434533107,0.08333333333333331,0.40625,0.4375,0.625,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.8,0.6400000000000001,0.8,0.7,0.8,0.0,0.0,0.0,0.25,0.0,0.375,0.03571428571428571,0.09375,0.1935483870967742,0.18518518518518517,0.4375,0.20233747027709997,0.7916666666666667,0.59375,0.535714275,0.625,0.875
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.5333333200000001,0.0,0.6000000000000001,0.4,0.0,0.875,0.0,0.125,0.625,0.125,0.0,0.17857142857142855,0.21875,0.45161290322580644,0.5185185185185185,0.1875,0.2918188438037073,0.4166666666666667,0.46875,0.71875,0.625,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4,0.6857143,0.0,0.0,0.46666668,0.6000000000000001,0.0,1.0,0.0,0.5,0.25,0.0,0.3571428571428571,0.1875,0.45161290322580644,0.07407407407407407,0.53125,0.4349890414462791,0.24999999999999994,0.625,0.625,0.375,0.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.56,0.6333333400000001,0.68000002,0.83333334,0.66666666,0.68000002,0.375,0.0,0.125,0.25,0.0,0.125,0.2857142857142857,0.21875,0.1935483870967742,0.2962962962962963,0.40625,0.2688093477540083,0.625,0.34375,0.375,0.875,0.875
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.8,0.0,0.8,0.0,0.125,0.625,0.0,0.375,0.625,0.0,0.39285714285714285,0.3125,0.29032258064516125,0.2222222222222222,0.59375,0.30715850783684,0.4583333333333333,0.46875,0.40625,0.875,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45,0.675,0.0,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03125,0.06451612903225806,0.1111111111111111,0.1875,0.40942293472439134,0.5416666666666667,0.40625,0.59375,0.625,0.875
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68000002,0.675,0.73333334,0.7,0.83333334,0.8,0.0,0.0,0.0,0.75,0.0,0.25,0.03571428571428571,0.0625,0.03225806451612903,0.0,0.09375,0.44521548413503426,0.7083333333333333,0.625,0.42857140000000005,0.71428573,0.71428573
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.85714288,0.9000000000000001,0.7,0.96666666,0.8,0.875,0.125,0.0,0.25,0.25,0.0,0.0,0.40625,0.4838709677419355,0.07407407407407407,0.5625,0.4170927667409577,0.041666666666666685,0.5,0.5,0.625,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.9000000000000001,0.75,0.125,0.0,0.625,0.125,0.125,0.25,0.46875,0.12903225806451613,0.2222222222222222,0.3125,0.4656683695125445,0.4166666666666667,0.375,0.535714275,0.375,0.25
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5333333200000001,0.6857143,0.0,0.8,0.8400000000000001,0.8,0.25,0.75,0.0,0.0,0.75,0.0,0.7142857142857142,0.5625,0.7741935483870968,0.6296296296296295,0.875,0.3020452864924625,0.041666666666666685,0.375,0.3125,0.625,0.125
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.7,0.7,0.6000000000000001,0.7,0.6000000000000001,1.0,0.0,0.0,0.875,0.0,0.0,0.25,0.40625,0.44239630967741933,0.5185185185185185,0.59375,0.45799853749597813,0.7083333333333333,0.34375,0.59375,0.875,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6000000000000001,0.7,0.0,0.0,0.76,0.0,1.0,0.0,0.0,0.875,0.125,0.0,0.07142857142857142,0.15625,0.25806451612903225,0.18518518518518517,0.5,0.1767713635552121,0.6666666666666667,0.5,0.59375,0.5,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7199999800000001,0.7750000000000001,0.8,0.7199999800000001,0.8285714200000001,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03225806451612903,0.07407407407407407,0.03125,0.27903579044276344,0.5416666666666667,0.625,0.59375,0.5,1.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5333333200000001,0.73333334,0.9000000000000001,0.0,1.0,0.9000000000000001,1.0,0.0,0.0,0.875,0.0,0.0,0.46428571428571425,0.71875,0.4838709677419355,0.37037037037037035,0.65625,0.30715850783684,0.6666666666666667,0.5,0.6071428749999999,0.75,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6000000000000001,0.7,0.0,0.0,0.8,0.0,0.75,0.25,0.0,0.25,0.625,0.0,0.39285714285714285,0.4375,0.29032258064516125,0.5555555555555556,0.6875,0.44521548413503426,0.4583333333333333,0.25,0.34375,0.875,0.625
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6000000000000001,0.48,0.0,0.0,0.6000000000000001,0.0,0.125,0.0,0.0,0.0,1.0,0.0,0.17857142857142855,0.0625,0.06451612903225806,0.07407407407407407,0.53125,0.6523009485823257,0.08333333333333331,0.53125,0.5,0.375,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7199999800000001,0.8,0.77142858,0.73333334,0.0,0.0,0.0,0.125,0.0,0.875,0.10714285714285714,0.0,0.0967741935483871,0.07407407407407407,0.21875,0.3506208892640493,0.625,0.5,0.5,1.0,1.0
